ID,RougeMesuré,VertMesuré,BleuMesuré,Brightness,L21S_VDD2L_MEM_ENERGY_AVG_UWS,UFS(Disk)_ENERGY_AVG_UWS,S12S_VDD_AUR_ENERGY_AVG_UWS,Camera_ENERGY_AVG_UWS,GPU3D_ENERGY_AVG_UWS,Sensor_ENERGY_AVG_UWS,Memory_ENERGY_AVG_UWS,Memory_ENERGY_AVG_UWS.1,Display_ENERGY_AVG_UWS,GPS_ENERGY_AVG_UWS,GPU_ENERGY_AVG_UWS,WLANBT_ENERGY_AVG_UWS,L22M_DISP_ENERGY_AVG_UWS,S6M_LLDO1_ENERGY_AVG_UWS,S8M_LLDO2_ENERGY_AVG_UWS,S9M_VDD_CPUCL0_M_ENERGY_AVG_UWS,CPU_BIG_ENERGY_AVG_UWS,CPU_LITTLE_ENERGY_AVG_UWS,CPU_MID_ENERGY_AVG_UWS,INFRASTRUCTURE_ENERGY_AVG_UWS,CELLULAR_ENERGY_AVG_UWS,CELLULAR_ENERGY_AVG_UWS.1,INFRASTRUCTURE_ENERGY_AVG_UWS.1,TPU_ENERGY_AVG_UWS,CPU_LITTLE_FREQ_KHz,CPU_MID_FREQ_KHz,CPU_BIG_FREQ_KHz,GPU0_FREQ,GPU_1FREQ,GPU_MEM_AVG,BATTERY_DISCHARGE_TOTAL_UA,BATTERY_DISCHARGE_RATE_UAS,TOTAL_DATA_WIFI_BYTES,AVG_SOC_TEMP,DIFF_SOC_TEMP,BATTERY__PERCENT,L21S_VDD2L_MEM_ENERGY_UW,UFS(Disk)_ENERGY_UW,S12S_VDD_AUR_ENERGY_UW,Camera_ENERGY_UW,GPU3D_ENERGY_UW,Sensor_ENERGY_UW,Memory_ENERGY_UW,Memory_ENERGY_UW.1,Display_ENERGY_UW,GPS_ENERGY_UW,GPU_ENERGY_UW,WLANBT_ENERGY_UW,L22M_DISP_ENERGY_UW,S6M_LLDO1_ENERGY_UW,S8M_LLDO2_ENERGY_UW,S9M_VDD_CPUCL0_M_ENERGY_UW,CPU_BIG_ENERGY_UW,CPU_LITTLE_ENERGY_UW,CPU_MID_ENERGY_UW,INFRASTRUCTURE_ENERGY_UW,CELLULAR_ENERGY_UW,CELLULAR_ENERGY_UW.1,INFRASTRUCTURE_ENERGY_UW.1,TPU_ENERGY_UW,C_ID,C_PL,M_ID,M_PL
290,152,137,134,53,5025.127734041117,28092.522038778174,4488.89572180485,23329.02377974718,29279.098277025507,10972.83181429664,7468.206424040667,83542.51075621936,272425.5063295695,462.033667731342,86413.93733411308,211316.59792163392,52358.27096774193,108628.8412381338,32213.41144553921,18677.96541143654,264716.8910334278,278137.49694515683,218493.36228010972,73338.02194628154,5989.436091240384,0.0,32936.56173122778,0,1204684,1672132,1095947,365198,277678,505958400,-4000.0,616174.68,3965767,44963.2,-442,62.0,140425.0,806694.0,129170.0,668129.0,843560.0,316007.0,222222.0,2453623.0,8235438.0,13300.0,2554252.0,6132007.0,1503288.0,3137390.0,927292.0,539699.0,7639494.0,8191925.0,6578174.0,2157567.0,177291.0,0.0,948536.0,0.0,30.926666666666666,48.73160000000001,269289.68,4559216.32
291,41,218,234,52,2062.308415593107,29553.779160113765,4936.845641626233,22670.908582901124,49431.260478500924,11878.436968378785,11946.766565166472,126116.979394345,544954.1828074285,494.2185444202777,188946.84089007863,228085.7128258324,54867.31448649734,142172.09992972593,33773.35602181843,20955.8338921795,346107.077582572,354712.42321052105,420155.9664558444,137942.17187698692,5422.743914600274,0.0,33348.279302613526,0,1316523,2202742,1144886,625209,537552,443305984,-8000.0,853265.7096774194,6096620,44439.5,1168,62.0,72301.0,1035616.0,172805.0,799809.0,1719137.0,415422.0,423767.0,4434485.0,18940194.0,17305.0,6626543.0,7983436.0,1921645.0,4989365.0,1185915.0,740068.0,12003650.0,12841406.0,14761320.0,4832657.0,191917.0,0.0,1169151.0,0.0,45.281879194630875,60.13664429530203,302045.58389261743,4667148.053691275
292,208,49,154,100,2069.551774842045,30315.63915757228,4800.221328738273,24573.15784798009,47793.23017422937,11553.177139574957,14439.38693471185,115425.28915948689,487876.1490560981,481.2218724870765,181142.62241623588,198924.7824392112,53421.57959183674,136350.84242447448,33791.00058965424,20485.931347398247,321876.5831527357,351178.16892445536,391635.1102576866,131135.74657885666,5567.08003216296,0.0,32151.238557261557,0,1408210,2093408,1101894,609903,511616,422277120,-6000.0,818470.75,2887025,45306.5,358,61.0,67072.0,974266.0,155921.0,794059.0,1546283.0,374897.0,472133.0,3781499.0,15895125.0,15571.0,5871636.0,6434824.0,1728451.0,4427630.0,1095123.0,671009.0,10347156.0,11614767.0,12780919.0,4354191.0,175214.0,0.0,1045241.0,0.0,43.666666666666664,59.77800000000002,265676.69333333336,4525417.36
293,150,83,193,15,2075.9658751985125,28366.66999264051,4841.469217957159,20843.80261842972,52440.54626796297,11531.844621760854,12908.82819072704,126882.22249680445,173035.91787581827,488.7151954138746,196142.41656273,227004.7455552543,52371.60636814379,128447.79642857144,32796.59605670902,19210.620196777192,332828.218213511,279842.0198868919,287156.3939339944,129708.92178493956,5151.295220018593,0.0,32473.845281995666,0,1033206,1936214,1140037,660612,535329,451563520,-6000.0,722546.1481481482,5325497,45044.28571428572,445,61.0,65786.0,905229.0,153039.0,663080.0,1671762.0,365826.0,410072.0,4048309.0,5483601.0,15476.0,6239412.0,7233507.0,1660499.0,4092089.0,1038878.0,613030.0,10510988.0,9099541.0,9159681.0,4172340.0,164208.0,0.0,1031544.0,0.0,38.22818791946309,54.40308724832212,306639.8389261745,4624592.859060403
294,80,52,34,38,2145.96037502065,26327.554377994384,4777.590954898397,18669.520171815628,51395.45850817776,11515.09653064596,20791.629819924005,136370.71542210475,111562.87336857757,490.24558896415,194704.95957376508,223218.94810011564,50886.81153242462,118607.4038826931,33136.104593143325,18141.445790995454,327364.7643535729,204363.51313506815,80621.783362247,154447.17071458074,5670.82644361834,0.0,32287.46255266419,0,786669,742127,1150788,607503,524364,500375552,-6000.0,611934.7692307692,3660099,44910.833333333336,23,60.0,64253.0,779237.0,142944.0,558581.0,1534269.0,344046.0,621883.0,4070121.0,3335982.0,14686.0,5812524.0,6601573.0,1525420.0,3551259.0,992452.0,542239.0,9788740.0,6049905.0,2400513.0,4599897.0,164132.0,0.0,965809.0,0.0,14.58,33.26466666666667,346653.0933333333,4702078.906666666
295,156,156,113,32,2244.959073327961,27434.547469782432,4885.51663174859,19756.449629331182,54132.229605157125,11826.335189363415,26069.20916196616,148660.81353746977,206740.56817083,501.2500644641418,223115.19904915392,221676.1625382756,52175.2780468152,121121.3066999718,33956.404955481245,18892.28566939285,386544.3962773458,215594.42218282903,91225.8229483099,173466.62339148304,5273.885854719794,0.0,34026.795431288025,0,996589,787023,1283636,641584,579629,532570112,-6000.0,669567.1153846154,4746535,44754.28571428572,321,60.0,67470.0,814218.0,146126.0,592075.0,1632325.0,355047.0,786558.0,4486859.0,6200119.0,15054.0,6705863.0,6736666.0,1565929.0,3636743.0,1021622.0,566803.0,11632251.0,6439302.0,2723686.0,5217889.0,152095.0,0.0,1017828.0,0.0,18.973333333333333,35.672933333333326,370569.73333333334,4705455.84
296,185,208,189,72,2109.368743718593,30848.85928212491,4882.335743000718,24884.859210337403,48601.18500358937,11873.440229720029,25449.908370423545,209159.42429289303,601387.2073438622,485.310351758794,196452.9967193108,200144.391873654,51583.90750008976,156566.75741212798,34946.26881843967,27469.73304132409,357387.0756256059,695740.4752809393,512616.4119771658,177161.47136035614,5089.006620471762,0.0,37544.75937241949,0,2151317,err,1120710,614184,516222,469454848,-10000.0,1131947.8333333333,2496557,45032.0,1669,59.0,72333.0,1056191.0,167788.0,856813.0,1655400.0,407782.0,868955.0,7256798.0,20710423.0,16677.0,6599707.0,6897724.0,1775825.0,5397284.0,1202903.0,948071.0,12145657.0,24143248.0,17747943.0,6069409.0,169152.0,0.0,1294235.0,0.0,59.79333333333334,77.13933333333328,378613.94666666666,4648712.053333334
297,121,81,22,55,1938.2923422450651,29843.84782101672,4713.582196691574,24634.89585798817,25880.661452079643,11409.420930333004,17579.159676931715,168871.98787198204,147708.67590377055,471.19690752818207,79306.1107934177,201642.49454498335,53111.469727465126,148684.9043234138,34092.042171640824,25211.911907744136,314993.2237031918,551143.2233058352,412386.0739429016,145505.0409450179,5372.300073424611,0.0,35714.76344318231,0,1527861,err,1064506,281327,216373,454111232,-6000.0,809891.6538461539,2342663,45819.42857142857,501,58.0,57401.0,887468.0,139787.0,730793.0,764750.0,338550.0,528988.0,5089632.0,4376805.0,13945.0,2339042.0,6009306.0,1571971.0,4433106.0,1012635.0,749038.0,9326353.0,16338885.0,12570601.0,4355598.0,159451.0,0.0,1065440.0,0.0,51.758389261744966,68.26704697986578,348068.1879194631,4607910.255033557
298,16,114,146,6,2006.68551094196,28688.941891531875,4778.092627973359,22888.22999048525,46379.0235585157,11550.014340627971,12795.548658420552,121288.60038058992,117749.9049590866,479.2450999048525,167013.99593529972,212309.976943863,53909.70485976329,123480.0672831754,32955.218814933214,19217.335822201923,325137.62125052325,285524.31033984094,282371.865669597,116343.85159645318,6377.752985500628,0.0,34957.10351257754,0,1052084,2035542,1147735,608079,487279,486350848,-6000.0,648415.0357142857,3896837,45240.875,167,58.0,64791.0,922795.0,154035.0,739414.0,1490151.0,373969.0,419942.0,3964492.0,3810155.0,15488.0,5321961.0,6834877.0,1744588.0,4001448.0,1066807.0,627553.0,10450275.0,9574842.0,9215483.0,3844292.0,196191.0,0.0,1133499.0,0.0,0.0,53.43073825503354,0.0,4587660.993288591
299,12,96,231,6,2092.8734357638223,29197.32813517759,4924.740265910571,22766.64033104717,60558.68401088164,11739.798766236254,12271.210958274263,130887.89243266026,140519.14301697383,489.6307597992261,227654.16926319015,207504.26593356067,53878.19473543047,140966.57623663743,33717.4470592743,20699.53162956435,395694.9058584621,345275.71556764626,410057.73729261657,135743.9984673742,5673.5248706847005,0.0,33794.90849457834,0,1327071,2159559,1282453,743976,598882,510533632,-6000.0,824039.8214285715,3432189,45162.625,800,58.0,66780.0,928650.0,157082.0,727785.0,1922000.0,374182.0,397753.0,4221624.0,4477313.0,15592.0,7242860.0,6604357.0,1718689.0,4509424.0,1076936.0,666441.0,12676633.0,11333104.0,13136293.0,4414826.0,208676.0,0.0,1080327.0,0.0,0.0,60.41199999999999,0.0,4675098.48
3,94,120,103,92,2432.5378165600155,31293.870079503587,5902.317331782044,26241.305728136515,63219.095854178784,12543.168826837307,26647.781144076016,155331.86982354082,292715.8663331394,541.9564785728137,261897.5036183828,74964.9372580958,53272.00660874961,131764.83073223702,34576.05981228669,19723.775837728823,932370.9753180268,309738.16317095875,114721.65326559106,176044.4437325473,6812.469422897921,0.0,39043.854948805456,0,1061468,794611,1867156,770232,668140,506462208,-8000.0,727788.0384615385,1327500,40658.625,69,100.0,76999.0,974475.0,186168.0,828754.0,1996597.0,396168.0,851371.0,4935526.0,9237671.0,17124.0,8292842.0,2468593.0,1683032.0,4175104.0,1095099.0,629369.0,29452811.0,10566070.0,4072483.0,5738994.0,209921.0,0.0,1240886.0,0.0,10.913333333333334,31.204866666666646,278257.76,4877474.506666667
30,236,159,114,100,2407.9404441453567,28146.74295928668,5691.218245289368,22386.56141487214,53066.07229138627,12826.703894683716,35605.47711978466,224625.29117597576,524818.7768590174,527.7693220053836,216148.3904525572,195435.402262786,49938.806485804416,155254.67737539433,35785.37061619348,28682.70337749737,343369.4904311252,718744.4006309148,563655.9237181915,212315.28068980025,7232.090262881177,0.0,44602.45722818087,0,1985212,err,1123209,604750,543871,568365056,-8000.0,1131574.1923076925,867567,45631.181818181816,1920,86.0,72378.0,840350.0,171112.0,674294.0,1588879.0,384462.0,1072885.0,6822797.0,15704535.0,15830.0,6450287.0,5835817.0,1497017.0,4676126.0,1075490.0,857181.0,10323605.0,21218322.0,17168782.0,6388781.0,214492.0,0.0,1349471.0,0.0,61.993288590604024,75.09624161073828,424942.1744966443,5074804.805369128
300,167,161,95,65,2220.3927586206896,27608.04629310345,4774.825129310345,19901.101594827585,52404.05237931035,11670.940043103448,24681.733715517243,145157.00662068964,306974.9717155172,491.7711551724138,213086.2374137931,198502.5134913793,49986.03138201569,128524.06548840416,33801.43765841883,19861.36078972325,337191.9123200276,320232.2523493405,392296.4745753944,158823.40227605827,4790.249383567549,0.0,32962.741632899386,0,1190177,2215316,1146916,621286,560081,486969344,-6000.0,822474.84,2959065,45617.72727272727,429,57.0,65645.0,806553.0,141248.0,589229.0,1549082.0,345517.0,726763.0,4282808.0,9068832.0,14537.0,6306407.0,5867007.0,1477823.0,3800815.0,1000010.0,588038.0,9946686.0,9478208.0,11617944.0,4704602.0,147937.0,0.0,973807.0,0.0,45.28666666666667,58.86706666666669,339335.4666666667,4526006.213333333
301,58,117,176,6,2122.9517499909884,26512.087301301228,4674.693169448149,19102.098359946653,50727.42820170854,11331.880236456043,19628.240882384744,131869.8154561511,123722.66800994844,484.32075118047794,195925.7619075082,222748.45078037705,49836.30362600923,116542.16208189158,32515.078820645907,18011.547512975776,337633.49023933103,192800.51619088813,81940.00754036909,147892.81833189158,6296.443288638985,0.0,31287.241882929644,0,887799,767145,1195982,621305,537864,475537408,-4000.0,593124.6896551724,5912202,45514.3,-215,56.0,72849.0,911568.0,160050.0,664206.0,1740214.0,389513.0,691602.0,4593723.0,4256656.0,16596.0,6869007.0,7585272.0,1715321.0,4009932.0,1117816.0,620390.0,11661336.0,6784821.0,3036075.0,5105694.0,202310.0,0.0,1075875.0,0.0,15.590604026845638,33.08590604026846,325191.7046979866,4583721.8523489935
302,130,85,124,32,2054.002540583825,28916.546866127977,4830.267481982965,22132.559845672276,57777.67931862852,11515.466215330858,12905.786612797554,131799.29572686905,170559.63698041785,480.1378466914173,222085.48588483655,251983.20966732185,52126.82883453447,137602.01724539563,32921.17096163645,20647.461723811604,388411.94216350006,360269.86650651525,409880.2087064133,138064.16879231273,4698.226162917667,38.4,32885.358149523185,0,1403036,2022015,1281862,744827,602158,482107392,-8000.0,815864.5,12511480,45428.454545454544,1137,56.0,70118.0,978248.0,164631.0,757393.0,1955515.0,391868.0,452985.0,4535368.0,6018103.0,16358.0,7587942.0,8563683.0,1772754.0,4693896.0,1123789.0,708164.0,13174870.0,12487998.0,14003277.0,4772603.0,157089.0,384.0,1120156.0,0.0,46.30201342281879,61.61966442953019,327389.4765100671,4679409.879194631
303,168,223,16,49,2788.12048723705,29707.73419805438,4655.1336409744745,24459.114583853,30927.85100191236,11315.890754136526,9654.43346636734,91948.98211524072,290333.3068013636,476.9642803691694,91921.4326349048,201121.66568554085,55159.15467054667,115075.16899605072,33157.664510496776,19328.0888380794,307817.18152567034,311710.72322594054,221266.6899272501,91828.17455830389,6033.9924090625655,0.0,34486.72519642486,0,1233379,1493156,1216507,373385,284562,443797504,-6000.0,653934.925925926,2574511,45165.333333333336,-542,55.0,85656.0,884251.0,139029.0,732838.0,928287.0,338968.0,288745.0,2787492.0,8713617.0,14283.0,2756835.0,5968887.0,1653385.0,3449815.0,995162.0,581741.0,9190581.0,9224860.0,6638060.0,2760186.0,174303.0,0.0,1033232.0,0.0,30.153333333333332,48.03993333333337,268111.04,4672380.64
304,214,230,56,36,2015.956372218476,30674.02079399865,4848.979964598786,24877.697235333784,42629.706523937966,11670.548845246123,21600.688064733647,209675.09400708025,275863.13658968307,477.7824258260283,159395.80367498315,200087.1415289953,52801.94034052596,159657.34772420768,34285.35109575185,27050.9339008766,377823.1618846932,620335.4380647336,546211.5291975725,169529.5720836143,5134.194807821982,0.0,36328.77226904922,0,1683496,1371979,1172863,559014,457085,451727360,-8000.0,982523.8076923076,2652971,44930.25,1959,55.0,60372.0,912618.0,145250.0,746499.0,1267570.0,350052.0,643826.0,6319789.0,8261865.0,14311.0,4756035.0,6046931.0,1579476.0,4790757.0,1026177.0,809913.0,11299462.0,18485510.0,16339744.0,5079761.0,165934.0,0.0,1092522.0,0.0,56.25503355704698,74.25442953020138,375464.0,4854017.718120805
305,6,103,6,84,2121.887942095739,29074.39701431157,4932.947170587268,20797.76769205461,58147.624675111045,11743.379577233098,13870.353725941768,139479.67087514393,149112.243995723,493.8156686955092,218615.414443165,204070.7999753249,51531.39718703734,131384.71836650764,33642.38049021221,19547.215569995064,387154.38448758016,272291.9302599112,292444.42081756867,141153.47387728243,6151.872150024675,0.0,32850.014056588254,0,1038232,1557760,1288201,711742,579576,521768960,-6000.0,710891.0370370371,2404662,45589.63636363636,-119,54.0,63633.0,895079.0,148741.0,624141.0,1745027.0,352746.0,414867.0,4185338.0,4484630.0,14813.0,6556799.0,6153177.0,1548409.0,3946181.0,1010746.0,588167.0,11650496.0,8239870.0,8769521.0,4233455.0,177254.0,0.0,990373.0,0.0,38.04026845637584,54.96724832214765,345058.0402684564,4638006.791946309
306,211,214,217,58,2024.2667048833791,29559.095123786323,4690.921099208198,22736.345462362508,48775.00919350794,11465.788191035794,13455.749417792267,128092.0856723156,604251.5404249221,478.4939056286052,184122.4510694708,224186.0544014905,52166.203998710094,129758.44059622345,33002.27510838797,19452.57815758357,372447.99827295856,294370.61743523594,288424.3404851482,138026.98733741805,5384.589480096026,0.0,31958.32489877817,0,1096957,1817323,1279201,659692,533141,485986304,-8000.0,847458.2666666667,6844732,45591.444444444445,382,54.0,69624.0,1009438.0,161854.0,783649.0,1665023.0,393959.0,465009.0,4426244.0,20608119.0,16452.0,6334988.0,7794173.0,1796941.0,4478292.0,1135634.0,674471.0,12783755.0,10336647.0,10058795.0,4797220.0,177809.0,0.0,1102776.0,0.0,37.95973154362416,54.344966442953016,307547.355704698,4704636.375838926
307,103,165,12,31,3347.317168615019,31702.11559342184,4709.598702199326,25030.316405785616,32481.883940955024,11665.305191202697,9666.817307311274,95388.66237368734,161955.7479889043,484.424053893402,99716.48285119871,238989.283148405,55862.849509561085,126135.39468938868,34506.35994253443,20556.07101951848,330890.1274447637,352177.3355592985,358506.4262954523,89694.77739027048,5203.160655900128,0.0,35555.28840780739,0,1477377,2064716,1181884,392467,297884,512598016,-4000.0,669829.2272727273,6531630,45334.22222222222,48,53.0,84128.0,793126.0,120000.0,636294.0,827843.0,295987.0,247781.0,2458081.0,4107159.0,12332.0,2530123.0,6113522.0,1419423.0,3203501.0,875997.0,523271.0,8489312.0,9039273.0,9119165.0,2280162.0,136891.0,0.0,902081.0,0.0,38.72666666666667,55.93646666666666,270763.17333333334,4608098.746666667
308,151,84,31,10,3955.569941834452,27370.78238926174,4287.2274272930645,21986.4049753915,13928.586693512303,10739.154541387024,5575.12425950783,61357.52093064877,106151.68503803133,449.9450111856824,29242.510711409395,243138.4988545861,49165.85328202605,104261.01733410892,30617.156284397515,17667.147469685446,259038.1226005638,252876.79817441496,223465.75030650143,63957.04393037719,5739.494975166674,0.0,28521.962074365747,0,1010893,1734950,1269103,139632,108446,441626624,-4000.0,526262.7083333334,7990518,44310.625,-298,53.0,110266.0,789406.0,124482.0,635767.0,408902.0,311904.0,169360.0,1834980.0,3179055.0,13068.0,919288.0,7049760.0,1426487.0,3053356.0,889418.0,513605.0,7425210.0,7485685.0,6722175.0,1915075.0,157770.0,0.0,828577.0,0.0,29.100671140939596,44.972281879194604,263994.5234899329,4622429.610738255
309,226,163,46,28,2232.1459183272414,33144.21889714264,5061.449050819479,26498.693251581968,51959.7892308297,12527.931163777856,37745.96729945368,254347.4466611642,198251.9525842078,505.6286758636953,209601.50467319103,206804.55497386312,50764.86716189129,168316.31530086862,37891.96633258656,30493.571646425346,771397.1075266281,694179.3958259639,822363.0433203632,215020.763196164,4657.537554533663,0.0,43873.01366191094,0,1621716,err,1716413,626464,530596,436539392,-12000.0,1345416.4814814816,3117507,45075.8,3293,53.0,69453.0,1023794.0,157264.0,826484.0,1609989.0,390169.0,1163308.0,7873599.0,6135400.0,15706.0,6467845.0,6454002.0,1570816.0,5222755.0,1183290.0,949285.0,23845668.0,21612911.0,25471385.0,6715158.0,154663.0,0.0,1372868.0,0.0,54.18666666666667,71.08020000000005,388342.3466666667,4833635.28
31,11,86,239,43,2409.5489890497474,28828.758905795017,5907.093089447566,22169.574006479925,53542.09908542837,12929.776368781528,30514.05571914859,214506.8120001641,375024.9916827298,540.3014149202313,208024.21572407003,216517.00591395647,47913.73138662183,150958.29304023294,36272.37488414059,27484.581601935777,342576.9376860928,592985.3843497519,524579.9184759874,203044.73382274536,7177.17202969282,0.0,45921.24482631341,0,1629962,err,1135734,601751,518495,550281216,-8000.0,994536.7777777778,2419516,46619.2,1121,85.0,72467.0,856935.0,177419.0,669721.0,1606213.0,390269.0,927961.0,6527045.0,11265090.0,16244.0,6258860.0,6436543.0,1438444.0,4562989.0,1091764.0,824658.0,10302716.0,17625167.0,16063009.0,6156517.0,214791.0,0.0,1390345.0,0.0,61.033557046979865,75.42187919463085,413354.76510067115,4963709.744966443
310,241,219,110,80,2132.30759962256,25493.759817086448,4694.58957683095,18834.161428467734,49400.30167670756,11282.30267111853,21053.078906873776,135113.3081222327,559236.6745517892,486.930442041083,190072.01467663495,197236.98353778035,50256.66508927276,118664.06782551894,32961.58479460009,18275.52711569168,323933.3227101176,213700.43417767453,88523.74107272463,156351.0884526056,5571.099252431412,0.0,31522.04243721875,0,947363,762288,1134725,600626,523371,511709184,-8000.0,674812.2333333333,2106069,45506.88888888889,-72,52.0,72387.0,876334.0,159466.0,650261.0,1677399.0,384920.0,710720.0,4589329.0,19265018.0,16563.0,6437300.0,6790565.0,1717855.0,4061564.0,1122142.0,624081.0,10952519.0,7367479.0,3272908.0,5293415.0,181714.0,0.0,1078223.0,0.0,18.066666666666666,35.9696666666667,362591.94666666666,4652966.4
311,25,18,220,81,2021.1818623038084,28967.568382324163,4765.746995968531,22357.652714391952,48537.96017848056,11671.942580922932,11460.567325531332,122427.3724372774,516591.3425261263,486.953375865983,171915.00921366786,229126.54445966572,50525.49705675147,137377.2455264188,33909.7411037182,20809.50891585127,344809.97642270057,352041.3166575342,408855.4686183953,132370.65838747553,4757.71553816047,0.0,32020.24138551859,0,1352530,2173345,1143679,648217,501467,456814592,-8000.0,848281.0,7226253,45222.0,638,52.0,63154.0,899606.0,148887.0,697770.0,1506779.0,363861.0,363266.0,3835561.0,16100382.0,15197.0,5347289.0,7237536.0,1574750.0,4293766.0,1058776.0,653985.0,10727287.0,11114524.0,12774740.0,4222461.0,151224.0,0.0,1000073.0,0.0,45.060402684563755,60.375503355704716,295102.5234899329,4677754.469798658
312,101,209,58,12,2098.6732481610534,26590.531475029034,4657.231565363273,19891.97279648987,50147.271811416525,11336.884991611822,18257.04411752054,135148.18324945154,122137.8474469824,483.0892330193144,192724.87635393813,196265.43805222175,49749.70427563661,123845.169261872,32295.74484686855,18592.927512044047,328611.59336717136,259317.077279766,276432.1137732278,144783.82624741914,5913.230772539573,0.0,31040.61291293875,0,907968,1923432,1155794,629779,545238,498012160,-6000.0,678966.2692307692,2887166,45411.11111111111,358,51.0,62469.0,788002.0,138905.0,592631.0,1489357.0,337094.0,538081.0,4002936.0,3646232.0,14394.0,5757692.0,5899872.0,1481509.0,3693084.0,964119.0,554803.0,9799815.0,7672537.0,8240111.0,4293173.0,169321.0,0.0,922956.0,0.0,38.08,53.100599999999986,336444.08,4777242.693333333
313,231,71,38,91,2203.4428306106206,26982.63345336012,4729.308478944775,19247.05922753288,51824.69028541106,11601.464594625326,23742.26504946367,148328.4519728613,318412.99133532954,495.5376416631922,209208.56254406244,224641.9049160444,51034.16147519236,124922.35342455369,33780.877731872795,18760.89169540992,330760.2105522496,250441.5700109919,277854.94616988214,166082.26335140053,5403.162998900807,0.0,33570.082014933854,0,884302,1687467,1152170,616801,548852,525324288,-6000.0,807287.7857142857,6083697,45502.71428571428,596,51.0,71972.0,876749.0,154464.0,633735.0,1701382.0,379711.0,779637.0,4877978.0,10540404.0,16188.0,6890790.0,7359084.0,1667956.0,4094505.0,1102398.0,616399.0,10868821.0,8499775.0,9167916.0,5442921.0,186139.0,0.0,1094706.0,0.0,38.20805369127517,53.26986577181207,369292.99328859063,4793793.798657718
314,93,114,25,93,2349.5851830779857,28857.3547120738,5068.107855488275,21694.7389360751,53861.37103263299,12356.325159507458,33928.45176575771,225298.80507172755,197824.32674442232,514.8029666355103,221137.73579062865,221251.0822611452,52803.40079652132,161077.9226967936,36106.908936481486,28186.74519445686,350874.5048482139,703069.2881050108,545020.3914252042,214342.73211687733,5168.670313325476,0.0,40746.92672816678,0,1994856,err,1133075,601020,542233,511545344,-8000.0,1146643.111111111,5060503,46221.857142857145,1670,50.0,70854.0,864097.0,153276.0,655274.0,1618759.0,373068.0,1025212.0,6822464.0,5946131.0,15510.0,6611561.0,6681947.0,1587609.0,4860747.0,1088783.0,850439.0,10540617.0,21037784.0,16606806.0,6506865.0,161457.0,0.0,1235469.0,0.0,63.29530201342282,75.8378523489933,428375.08724832215,4820815.785234899
315,42,209,199,24,3530.397366958752,29003.035161359265,4351.356537721736,23225.503620431715,13324.60656550545,10706.637666167986,5684.257926907459,52233.24634323573,260683.80775379352,464.4814362043172,26040.822551827318,201817.31027142552,54012.04193879296,99766.74235766796,31130.195640280388,17357.211976406223,9568.263857069584,190605.66244657207,66949.62290989913,57345.59510172679,5071.764874337494,0.0,27692.3290647974,0,1055269,658848,532041,135214,103759,445267968,-4000.0,374112.32,2806937,45757.28571428572,-1965,49.0,103606.0,932737.0,128941.0,689559.0,391140.0,319313.0,170472.0,1568634.0,7768715.0,13801.0,760756.0,5932058.0,1610112.0,2975426.0,925721.0,519072.0,291237.0,5930520.0,2036252.0,1761205.0,160233.0,0.0,827724.0,0.0,6.073825503355705,26.62281879194631,240543.57046979867,4601396.832214765
316,107,8,126,46,1977.248362818125,27995.571942892613,4521.758348851645,21200.376171632528,45789.02146182496,11188.428220049658,10847.062197392925,115282.104283054,189139.65266139043,478.0775450031037,156339.88949410303,248537.73352731223,53011.254089075104,125801.88708100558,31788.15141216636,18228.767427063933,325387.6022656735,219666.23159528244,114778.2461359404,125638.50477963996,5185.050620732464,0.0,28769.575861266298,0,1006609,876092,1133493,624582,484085,494297088,-4000.0,591227.4285714285,9156199,43890.42857142857,1031,49.0,62439.0,878093.0,142988.0,671529.0,1447465.0,354165.0,351442.0,3684351.0,5968154.0,15092.0,4950891.0,7751143.0,1674481.0,3982379.0,1005077.0,581826.0,10271885.0,7212781.0,3699764.0,4081413.0,168420.0,0.0,915703.0,0.0,18.606666666666666,37.13213333333333,300541.25333333336,4721049.893333334
317,62,60,47,80,2162.5567175136634,27511.206378986863,4645.460673790684,20354.20502487968,50429.30880169671,11508.659156538057,21151.16272126601,134466.2342768578,137317.9191124888,493.2460559588873,200805.76188922423,202370.57859531773,52312.40945504977,122215.77127590144,32954.45540871268,18640.077043563386,334019.409422418,225041.19441997065,96749.18084516234,157303.80763582967,5310.804078968837,0.0,30667.966324033285,0,1004744,799759,1154630,616370,537902,460484608,-6000.0,597557.7037037037,2573327,44316.0,275,49.0,64950.0,818864.0,139981.0,610558.0,1523325.0,346328.0,637540.0,4059067.0,4118426.0,14812.0,6045859.0,6049352.0,1570865.0,3672028.0,991083.0,559205.0,10085622.0,6682275.0,2892884.0,4725828.0,156574.0,0.0,920331.0,0.0,18.1,35.64353333333332,306202.2133333333,4766605.12
